Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
cell_line_1_0h_rep2	(1, 36.57982727219317)	(2, 36.68214920784129)	(3, 36.73206548773084)	(4, 36.74993145721951)	(5, 36.790032117188574)	(6, 36.796089928128)	(7, 25.385971544954273)	(8, 36.57078471691832)	(9, 24.157533145330277)	(10, 36.70638485792061)	(12, 36.775012533537)	(14, 36.78078031059671)	(16, 36.78213628263126)	(18, 36.77633697589253)	(20, 36.75793392475961)	(22, 36.73606730901044)	(24, 36.70542711944069)	(26, 36.690246558173236)	(28, 36.68113066212326)	(30, 36.6626041004786)	(32, 36.655483583908484)	(34, 36.6464738655427)	(36, 36.61623346338742)	(38, 36.60148218998614)	(40, 36.60169812609766)	(42, 36.624653033838484)	(44, 36.602185191783626)	(46, 36.58209015475579)	(48, 36.57003930344477)	(50, 36.59967695954288)	(52, 36.586172488006085)	(54, 36.54680278565813)	(56, 36.54402045181271)	(58, 36.524780827838654)	(60, 36.4839470614813)	(62, 36.39630320629762)	(64, 36.429989492010506)	(66, 36.46576461368747)	(68, 36.44420444240785)	(70, 36.449999011468265)	(72, 36.44263507449921)	(74, 36.41201179957328)	(76, 36.34180286260434)	(78, 36.34685154310148)	(80, 36.309930419100695)	(82, 36.24336079813779)	(84, 36.25173498155513)	(86, 36.15998207105285)	(88, 36.18479479792731)	(90, 36.15570856323374)	(92, 36.10653872699011)	(94, 36.11362022710182)	(96, 36.018711339337415)	(98, 35.9852719456366)	(100, 34.00469050638881)
cell_line_1_0h_rep3	(1, 36.557366165974535)	(2, 36.66944884216918)	(3, 36.722675815636535)	(4, 36.742043825463426)	(5, 36.7819174854902)	(6, 36.79468887461098)	(7, 25.32016724099731)	(8, 36.60919885965816)	(9, 24.086070669179705)	(10, 36.72494101627997)	(12, 36.78006929868896)	(14, 36.77997605774044)	(16, 36.780719566104004)	(18, 36.77577678782211)	(20, 36.759299045797334)	(22, 36.738754688003695)	(24, 36.70267275934945)	(26, 36.686358214184835)	(28, 36.6822984528857)	(30, 36.66925592576284)	(32, 36.6622492737748)	(34, 36.64939107986223)	(36, 36.62283312066899)	(38, 36.61560771115782)	(40, 36.61254407135458)	(42, 36.629958257165434)	(44, 36.60652305063995)	(46, 36.5859572237203)	(48, 36.572331123187865)	(50, 36.603708853091526)	(52, 36.59314496025706)	(54, 36.55303292793461)	(56, 36.556432235328636)	(58, 36.53410556510592)	(60, 36.516555393710156)	(62, 36.44423663311238)	(64, 36.46659747416919)	(66, 36.47330397652274)	(68, 36.45481157642453)	(70, 36.462978275177335)	(72, 36.44893697507878)	(74, 36.42064408092338)	(76, 36.348345442968515)	(78, 36.357053490741265)	(80, 36.321813763660245)	(82, 36.25397900102804)	(84, 36.262503253852415)	(86, 36.17397834292782)	(88, 36.19597009192722)	(90, 36.170552636805496)	(92, 36.13048219576612)	(94, 36.130475648790856)	(96, 36.035335604780215)	(98, 36.00394863110358)	(100, 34.050089036548854)
cell_line_1_24h_rep1	(1, 36.59056357335413)	(2, 36.68911794366105)	(3, 36.73726595590401)	(4, 36.755920443182916)	(5, 36.7958456293269)	(6, 36.80200082894253)	(7, 25.49400679738977)	(8, 36.59944941615852)	(9, 24.07762528791945)	(10, 36.723649205497566)	(12, 36.785736169396)	(14, 36.78864833925034)	(16, 36.789597434962225)	(18, 36.78210933603961)	(20, 36.764640970465436)	(22, 36.74413551387075)	(24, 36.71228126494525)	(26, 36.69643225912319)	(28, 36.68488786503967)	(30, 36.66695207291298)	(32, 36.658508659474364)	(34, 36.64945337275688)	(36, 36.61893879376538)	(38, 36.60523600540553)	(40, 36.60518567324182)	(42, 36.6281410661235)	(44, 36.60152714885975)	(46, 36.57982809598896)	(48, 36.569010626268444)	(50, 36.59658977297466)	(52, 36.58388517102961)	(54, 36.54724442876979)	(56, 36.55500799925015)	(58, 36.53735394854643)	(60, 36.5140337409473)	(62, 36.440316506820665)	(64, 36.46648276133085)	(66, 36.47532679258376)	(68, 36.4541587340068)	(70, 36.463491584428716)	(72, 36.449814532415346)	(74, 36.42264373632344)	(76, 36.35065077775821)	(78, 36.35396158070051)	(80, 36.32211543206212)	(82, 36.259975121302936)	(84, 36.26703933779154)	(86, 36.17645608949411)	(88, 36.196373162061576)	(90, 36.16559539394295)	(92, 36.1167837932)	(94, 36.12254045586519)	(96, 36.03451895072817)	(98, 35.99386251145634)	(100, 34.044952271658836)
cell_line_1_24h_rep2	(1, 36.66464578287392)	(2, 36.68981398263821)	(3, 36.76703481585071)	(4, 36.76087135550376)	(5, 36.77607908634195)	(6, 36.7961970669553)	(7, 24.229821185051303)	(8, 36.76915413055444)	(9, 23.568037756525868)	(10, 36.7810223704407)	(12, 36.76348835633148)	(14, 36.76083514182038)	(16, 36.76495008637778)	(18, 36.75312015389962)	(20, 36.73356821564558)	(22, 36.69349133872605)	(24, 36.67641123638478)	(26, 36.650854262955384)	(28, 36.639810524115134)	(30, 36.63538846786962)	(32, 36.63977418615277)	(34, 36.627257081256545)	(36, 36.601483447164)	(38, 36.595665537573026)	(40, 36.594812471803344)	(42, 36.60516624020745)	(44, 36.581941465434525)	(46, 36.568995707736974)	(48, 36.57537924153954)	(50, 36.55262342890038)	(52, 36.55796586472472)	(54, 36.550071894478165)	(56, 36.519977990746774)	(58, 36.521182484042086)	(60, 36.48682234571915)	(62, 36.45823942072048)	(64, 36.43569148291954)	(66, 36.44103042775315)	(68, 36.4249531302639)	(70, 36.43501278394501)	(72, 36.42230620342232)	(74, 36.407373482959514)	(76, 36.37141672851598)	(78, 36.357722245811544)	(80, 36.317069312369)	(82, 36.311420399782456)	(84, 36.3027823920787)	(86, 36.23877810236891)	(88, 36.20168235780058)	(90, 36.18595282394088)	(92, 36.17634358498438)	(94, 36.16023360328177)	(96, 36.11396509550487)	(98, 36.00589703032513)	(100, 35.787985307499625)
cell_line_1_24h_rep3	(1, 36.67202606975734)	(2, 36.69036736692045)	(3, 36.764536090357886)	(4, 36.75637760341096)	(5, 36.77571787171561)	(6, 36.79887495112004)	(7, 24.313218861002593)	(8, 36.779817610543844)	(9, 23.45309544139898)	(10, 36.790114042665735)	(12, 36.77126432712957)	(14, 36.764669915423895)	(16, 36.768835022328666)	(18, 36.75340235411899)	(20, 36.732390649977404)	(22, 36.69144314346481)	(24, 36.67294927904772)	(26, 36.64713473270551)	(28, 36.6316997269401)	(30, 36.62756231373714)	(32, 36.63747774674896)	(34, 36.62452599964475)	(36, 36.607719496731605)	(38, 36.603970296571084)	(40, 36.60002644230666)	(42, 36.6048017177472)	(44, 36.58513719713649)	(46, 36.57357985066517)	(48, 36.573690536866586)	(50, 36.55470713582206)	(52, 36.56004127033603)	(54, 36.55439084333747)	(56, 36.53783522411351)	(58, 36.53953921313936)	(60, 36.51321187385504)	(62, 36.479210633494546)	(64, 36.447585079295365)	(66, 36.44606333689796)	(68, 36.44088848291145)	(70, 36.45084846790667)	(72, 36.42910854050659)	(74, 36.41335165652055)	(76, 36.381045276776995)	(78, 36.37285660603315)	(80, 36.331759803343175)	(82, 36.321167852115146)	(84, 36.30687529024199)	(86, 36.24970573469904)	(88, 36.21436882027696)	(90, 36.1996145897207)	(92, 36.18872587767177)	(94, 36.169470633632756)	(96, 36.119665284248626)	(98, 36.0152837763237)	(100, 35.79724665557553)
cell_line_1_72h_rep1	(1, 36.60119162155873)	(2, 36.69726840046836)	(3, 36.74488047798312)	(4, 36.76449059227795)	(5, 36.80281872583517)	(6, 36.81157270691988)	(7, 25.283937300701027)	(8, 36.62450278291203)	(9, 24.07889006806346)	(10, 36.73301626407266)	(12, 36.79077207531879)	(14, 36.79452038594955)	(16, 36.79496929199169)	(18, 36.7882698470391)	(20, 36.77119356144057)	(22, 36.75428236550303)	(24, 36.72251341333917)	(26, 36.70791315939242)	(28, 36.69886071687601)	(30, 36.68070450198631)	(32, 36.6738422848487)	(34, 36.66573196148032)	(36, 36.63589212984692)	(38, 36.6238201106428)	(40, 36.62044708985223)	(42, 36.64129093203468)	(44, 36.61597605308412)	(46, 36.59495898362301)	(48, 36.588324599342485)	(50, 36.61341047579357)	(52, 36.59866219196989)	(54, 36.56212494143858)	(56, 36.56783868376396)	(58, 36.54927445610399)	(60, 36.523223957265415)	(62, 36.44735549383437)	(64, 36.47490908366587)	(66, 36.488424432555675)	(68, 36.46712380221102)	(70, 36.47417951307456)	(72, 36.46211350770749)	(74, 36.43136296379854)	(76, 36.360222957011445)	(78, 36.36354266480571)	(80, 36.33223108668169)	(82, 36.264525866430276)	(84, 36.272188992676426)	(86, 36.185236540531946)	(88, 36.20221299924971)	(90, 36.17164621013586)	(92, 36.129340780271136)	(94, 36.137640671871964)	(96, 36.04305263885084)	(98, 36.01230428016349)	(100, 34.04964230821846)
cell_line_1_72h_rep2	(1, 36.68820727071248)	(2, 36.70118973395102)	(3, 36.77050486440891)	(4, 36.76397264583136)	(5, 36.77502100401845)	(6, 36.79430625474406)	(7, 24.5603765699563)	(8, 36.7813934933036)	(9, 23.445693622534755)	(10, 36.795040856087645)	(12, 36.77558082354928)	(14, 36.769743226054246)	(16, 36.77161040970947)	(18, 36.76080883615543)	(20, 36.742620645710936)	(22, 36.70560064973198)	(24, 36.68747314874852)	(26, 36.66551286381678)	(28, 36.65699284966933)	(30, 36.6487242216353)	(32, 36.65098602492891)	(34, 36.642856685533225)	(36, 36.621442460070625)	(38, 36.61190616142423)	(40, 36.6050881860709)	(42, 36.61232460238239)	(44, 36.59360802908874)	(46, 36.5834682017891)	(48, 36.593378870313494)	(50, 36.56196338131561)	(52, 36.56129552948761)	(54, 36.551622600840346)	(56, 36.52596778569399)	(58, 36.53302264836976)	(60, 36.49552893902058)	(62, 36.46339258810329)	(64, 36.442274712634976)	(66, 36.45384261342987)	(68, 36.439687011693664)	(70, 36.44747343297358)	(72, 36.42898213835425)	(74, 36.413476393937785)	(76, 36.37872686387371)	(78, 36.37168534996215)	(80, 36.334075410066674)	(82, 36.32321817786908)	(84, 36.31162528742732)	(86, 36.25804777196606)	(88, 36.218857042938126)	(90, 36.2040985522526)	(92, 36.20033812349989)	(94, 36.17919283255611)	(96, 36.13065648354805)	(98, 36.02626807476131)	(100, 35.81487993072887)
cell_line_1_72h_rep3	(1, 36.59723896319453)	(2, 36.69104449324464)	(3, 36.73625360051832)	(4, 36.75540360014196)	(5, 36.79368888218813)	(6, 36.80256391618655)	(7, 25.692231755698057)	(8, 36.63357000315352)	(9, 24.273723313698042)	(10, 36.7422040682613)	(12, 36.78731127857763)	(14, 36.78882962188365)	(16, 36.788896691876516)	(18, 36.78049081079308)	(20, 36.764809801521125)	(22, 36.751282334449186)	(24, 36.71750804306276)	(26, 36.70089737852945)	(28, 36.692141317935466)	(30, 36.67881035507128)	(32, 36.67547374767241)	(34, 36.668771912394874)	(36, 36.657973936405796)	(38, 36.647659466755115)	(40, 36.64420190331664)	(42, 36.65387807628715)	(44, 36.63391707080382)	(46, 36.61643729329297)	(48, 36.601808204642666)	(50, 36.62421781052153)	(52, 36.6153205614622)	(54, 36.57582037141874)	(56, 36.58561932318374)	(58, 36.567448066856116)	(60, 36.561876941718936)	(62, 36.49655231584068)	(64, 36.51699426303354)	(66, 36.497114400456994)	(68, 36.470031110092464)	(70, 36.482533402132916)	(72, 36.46712168314525)	(74, 36.440714178056076)	(76, 36.36823400762259)	(78, 36.363641406326465)	(80, 36.329304274570774)	(82, 36.26216666204003)	(84, 36.26692893636449)	(86, 36.18253225748619)	(88, 36.19538514427309)	(90, 36.151303365624756)	(92, 36.11176678322413)	(94, 36.119907900888066)	(96, 36.03403864887476)	(98, 35.99644123650785)	(100, 34.12049526810785)
cell_line_2_0h_rep1	(1, 36.607795218639794)	(2, 36.70283538776576)	(3, 36.7497353540965)	(4, 36.76732337047749)	(5, 36.8026904968295)	(6, 36.809402537101086)	(7, 25.58288932694282)	(8, 36.604015504624215)	(9, 24.54509568637147)	(10, 36.72570956720476)	(12, 36.78865134396659)	(14, 36.79200992775149)	(16, 36.79205346909334)	(18, 36.7831757557251)	(20, 36.76183642893284)	(22, 36.74268792341412)	(24, 36.70742570321099)	(26, 36.685709479308215)	(28, 36.66552078334048)	(30, 36.642515528830124)	(32, 36.63728218365223)	(34, 36.61275572363951)	(36, 36.54938866125363)	(38, 36.53095674162624)	(40, 36.5481605601161)	(42, 36.59783122951996)	(44, 36.56073559634268)	(46, 36.536392167568714)	(48, 36.541272641629845)	(50, 36.58051221165839)	(52, 36.5660757153851)	(54, 36.528643795014446)	(56, 36.5331882456409)	(58, 36.516655974388804)	(60, 36.46519100137098)	(62, 36.37490367203394)	(64, 36.41066079437424)	(66, 36.45696840019989)	(68, 36.43632778267098)	(70, 36.43795844094042)	(72, 36.442539656671)	(74, 36.418536476746155)	(76, 36.35074821218819)	(78, 36.35362356212629)	(80, 36.32523867624313)	(82, 36.26095872129735)	(84, 36.26744425523462)	(86, 36.17636596378705)	(88, 36.201250289761674)	(90, 36.15800930462869)	(92, 36.11404036484473)	(94, 36.12623958055656)	(96, 36.034225629290404)	(98, 36.00058594498463)	(100, 34.05567902927052)
cell_line_2_0h_rep2	(1, 36.58422019525386)	(2, 36.68782703327493)	(3, 36.7379928604055)	(4, 36.7572298278579)	(5, 36.79532852683962)	(6, 36.80554543852863)	(7, 25.370768438349895)	(8, 36.614607290417666)	(9, 24.013265623852725)	(10, 36.731605833019195)	(12, 36.79029308667668)	(14, 36.792652864228)	(16, 36.79425428988765)	(18, 36.78724478445753)	(20, 36.76787153321271)	(22, 36.74617061674064)	(24, 36.7139630944219)	(26, 36.698198357415905)	(28, 36.69126063783366)	(30, 36.67310097053853)	(32, 36.66731341876888)	(34, 36.65755836475691)	(36, 36.621486301428895)	(38, 36.60697398425823)	(40, 36.60866286288507)	(42, 36.63455947651151)	(44, 36.608878273944654)	(46, 36.589831241154975)	(48, 36.58384110961903)	(50, 36.610967604312016)	(52, 36.59703210117342)	(54, 36.56228578072461)	(56, 36.566045678750285)	(58, 36.54541007434734)	(60, 36.520426005301104)	(62, 36.43824480975218)	(64, 36.46397890333569)	(66, 36.488131982114325)	(68, 36.47313919741687)	(70, 36.476389342048655)	(72, 36.46523109900704)	(74, 36.4358347071488)	(76, 36.36823236611943)	(78, 36.37584402570363)	(80, 36.346080127814886)	(82, 36.27756233918517)	(84, 36.28090630885459)	(86, 36.19588175427225)	(88, 36.2236098080741)	(90, 36.193017343937356)	(92, 36.153793621961185)	(94, 36.154774989128626)	(96, 36.06237316120271)	(98, 36.029449172634756)	(100, 34.03438736601675)
cell_line_2_0h_rep3	(1, 36.67298172284758)	(2, 36.69518935727973)	(3, 36.76726626246164)	(4, 36.75991348675641)	(5, 36.77524936168161)	(6, 36.79851002027667)	(7, 24.20861248912854)	(8, 36.773591862354124)	(9, 23.537244929560458)	(10, 36.793052047081346)	(12, 36.76760577461897)	(14, 36.76544461565977)	(16, 36.771468814035195)	(18, 36.757387176306025)	(20, 36.737717522401496)	(22, 36.69974591280801)	(24, 36.6814404735139)	(26, 36.65695229697427)	(28, 36.64494497192806)	(30, 36.64074722711001)	(32, 36.64780360909144)	(34, 36.63238294593532)	(36, 36.596224488768684)	(38, 36.587042113422896)	(40, 36.59044647389268)	(42, 36.60350188267271)	(44, 36.5836187972658)	(46, 36.57586202006611)	(48, 36.588878116738655)	(50, 36.56218961433794)	(52, 36.56755754055777)	(54, 36.55824612779682)	(56, 36.52547268047884)	(58, 36.52799743343498)	(60, 36.48245473077554)	(62, 36.44304510495402)	(64, 36.42224988492114)	(66, 36.45191574355151)	(68, 36.43198312255241)	(70, 36.437209401127156)	(72, 36.42478971689366)	(74, 36.40937193182298)	(76, 36.37514160671637)	(78, 36.366684301068105)	(80, 36.32289715706358)	(82, 36.313934835319)	(84, 36.30189960418319)	(86, 36.24704619947789)	(88, 36.208234304413224)	(90, 36.18652949896132)	(92, 36.17955310645383)	(94, 36.15841439327515)	(96, 36.113675769397474)	(98, 36.006532833244925)	(100, 35.7886294717273)
cell_line_2_24h_rep1	(1, 36.67065942303584)	(2, 36.691424024322174)	(3, 36.76611654924844)	(4, 36.75982090765241)	(5, 36.773169822304226)	(6, 36.794597992846576)	(7, 24.92562281404355)	(8, 36.76914890238284)	(9, 23.60272902210549)	(10, 36.77476861872569)	(12, 36.76170397902265)	(14, 36.7625229553979)	(16, 36.770180193075504)	(18, 36.75750011203061)	(20, 36.73569869465851)	(22, 36.69739758335838)	(24, 36.67962065348433)	(26, 36.653091892508044)	(28, 36.64362119471181)	(30, 36.63596564524832)	(32, 36.63937881270838)	(34, 36.62784351958091)	(36, 36.59287635750772)	(38, 36.583786237557206)	(40, 36.58504853144826)	(42, 36.5983106728155)	(44, 36.575860002303514)	(46, 36.564737376254925)	(48, 36.576024999447796)	(50, 36.54770206978754)	(52, 36.554629112703886)	(54, 36.54406035369474)	(56, 36.50786478157496)	(58, 36.51436079380435)	(60, 36.46205434288264)	(62, 36.42628936577485)	(64, 36.413192678462835)	(66, 36.44171153124277)	(68, 36.417259180479576)	(70, 36.42256743979955)	(72, 36.412315257957175)	(74, 36.39830667540986)	(76, 36.36331560895404)	(78, 36.352994078464945)	(80, 36.31153983154847)	(82, 36.304185472098965)	(84, 36.29866899098998)	(86, 36.242911013015274)	(88, 36.19831180814931)	(90, 36.18073874588684)	(92, 36.17157762442648)	(94, 36.155170487522426)	(96, 36.110763241164676)	(98, 36.00055405607695)	(100, 35.78319519197177)
cell_line_2_24h_rep2	(1, 36.59860539497346)	(2, 36.69678988893396)	(3, 36.743012713921665)	(4, 36.76058236998187)	(5, 36.8001837545294)	(6, 36.809066164202456)	(7, 25.631998243701474)	(8, 36.628988777940016)	(9, 24.34860182439187)	(10, 36.74289708694422)	(12, 36.795584417828)	(14, 36.79875004842735)	(16, 36.80037241807396)	(18, 36.792551860880224)	(20, 36.775209439198036)	(22, 36.75846294116887)	(24, 36.72822186832841)	(26, 36.715449106897054)	(28, 36.70816400865731)	(30, 36.69328551431049)	(32, 36.685821885758614)	(34, 36.679673071942204)	(36, 36.65428402152382)	(38, 36.64291674746524)	(40, 36.63959429571517)	(42, 36.65517836214552)	(44, 36.63619003517667)	(46, 36.61650441908644)	(48, 36.61082436791882)	(50, 36.6347893576563)	(52, 36.62736505990479)	(54, 36.59032296802706)	(56, 36.588984337514816)	(58, 36.567677019631695)	(60, 36.551383228735844)	(62, 36.48130128279409)	(64, 36.508670922091554)	(66, 36.51280275187983)	(68, 36.491471606208364)	(70, 36.492791800795644)	(72, 36.480362775919524)	(74, 36.45313253575743)	(76, 36.38564466876056)	(78, 36.39250201566008)	(80, 36.360585668245164)	(82, 36.29287859170368)	(84, 36.30132209105618)	(86, 36.21836867728505)	(88, 36.242583260399186)	(90, 36.210163810247046)	(92, 36.17216027924934)	(94, 36.171574589185035)	(96, 36.07952416195738)	(98, 36.04274155848245)	(100, 34.11450639211144)
cell_line_2_24h_rep3	(1, 36.579866830472774)	(2, 36.68146191814567)	(3, 36.72897132448442)	(4, 36.749548265377165)	(5, 36.78661983840471)	(6, 36.797482682608425)	(7, 25.46998224881392)	(8, 36.610615444609124)	(9, 24.561931519964574)	(10, 36.73736729907028)	(12, 36.78867491398273)	(14, 36.791304736207366)	(16, 36.791971213612015)	(18, 36.78246908375142)	(20, 36.76326934719354)	(22, 36.745499019466976)	(24, 36.712296131083335)	(26, 36.6948908205105)	(28, 36.67934597875393)	(30, 36.662186265562646)	(32, 36.66103177414864)	(34, 36.648389713911044)	(36, 36.62952747945231)	(38, 36.622366997302215)	(40, 36.62617980909321)	(42, 36.644838458802184)	(44, 36.622576566829935)	(46, 36.60605434569197)	(48, 36.593513411874014)	(50, 36.62075134807975)	(52, 36.61494433653401)	(54, 36.583431901925266)	(56, 36.59087900632356)	(58, 36.56926275215982)	(60, 36.55033244011679)	(62, 36.47735846852328)	(64, 36.498551706773696)	(66, 36.49601510293631)	(68, 36.46894508944878)	(70, 36.47833100170223)	(72, 36.468790231225746)	(74, 36.44212516814635)	(76, 36.370709844027814)	(78, 36.371725818674165)	(80, 36.34552344259647)	(82, 36.27691399787287)	(84, 36.28145053817316)	(86, 36.19602813988671)	(88, 36.217751416269074)	(90, 36.180424051344396)	(92, 36.12600778477193)	(94, 36.13629101101175)	(96, 36.04513017802485)	(98, 35.99935860088321)	(100, 34.045138151075435)
cell_line_2_72h_rep1	(1, 36.59720346492982)	(2, 36.694032521738805)	(3, 36.74335272564755)	(4, 36.76023200646858)	(5, 36.79659078011962)	(6, 36.806892761173266)	(7, 25.682474110440953)	(8, 36.634018707334434)	(9, 24.58050231066558)	(10, 36.75430185490228)	(12, 36.79954304365481)	(14, 36.802528816146214)	(16, 36.799480434815536)	(18, 36.79148144236657)	(20, 36.772503442708086)	(22, 36.75681347047592)	(24, 36.72684982406242)	(26, 36.710546212585385)	(28, 36.70116515724207)	(30, 36.68349651820728)	(32, 36.67581317428716)	(34, 36.66384533392295)	(36, 36.62232170652445)	(38, 36.61000413987233)	(40, 36.613482183402134)	(42, 36.641957322839716)	(44, 36.61601737496105)	(46, 36.598091870040875)	(48, 36.59450880942972)	(50, 36.618771640195746)	(52, 36.613961787799425)	(54, 36.57820155164669)	(56, 36.57305027697445)	(58, 36.551723743428866)	(60, 36.51958135817462)	(62, 36.44641953525292)	(64, 36.476671358084886)	(66, 36.49895880978379)	(68, 36.472209123386705)	(70, 36.47682418506379)	(72, 36.469631129983426)	(74, 36.446866336028506)	(76, 36.379302546774)	(78, 36.38347489706868)	(80, 36.34863870474907)	(82, 36.28332336799383)	(84, 36.29066124260832)	(86, 36.209381612747094)	(88, 36.22878455457588)	(90, 36.18744949508364)	(92, 36.14505662024056)	(94, 36.1470605371608)	(96, 36.056483390601464)	(98, 36.014321087160546)	(100, 34.134742316212474)
cell_line_2_72h_rep2	(1, 36.67832545596011)	(2, 36.69932223502123)	(3, 36.77049413476989)	(4, 36.763801639536716)	(5, 36.77607101632702)	(6, 36.794761402575624)	(7, 24.407814656216427)	(8, 36.76624392358956)	(9, 23.520324394346886)	(10, 36.78608167103104)	(12, 36.765923382461544)	(14, 36.76261610220208)	(16, 36.767561297185736)	(18, 36.75638636906024)	(20, 36.73591302841937)	(22, 36.698573052964846)	(24, 36.678930191759946)	(26, 36.65308593281375)	(28, 36.640904529282736)	(30, 36.633723257666546)	(32, 36.636642906546356)	(34, 36.62896417759385)	(36, 36.59856123737539)	(38, 36.591826650856646)	(40, 36.5885339558549)	(42, 36.59686674716424)	(44, 36.57471260884991)	(46, 36.56750672948655)	(48, 36.57825832048405)	(50, 36.54753289683845)	(52, 36.547952705277794)	(54, 36.53867250959266)	(56, 36.51101263434908)	(58, 36.51960553707212)	(60, 36.473482220126456)	(62, 36.43514505926491)	(64, 36.4140191386838)	(66, 36.43757096216548)	(68, 36.41765583053493)	(70, 36.42710218607807)	(72, 36.412252442873324)	(74, 36.396982379101004)	(76, 36.364202083761995)	(78, 36.35700386973321)	(80, 36.319365422388515)	(82, 36.307628267406145)	(84, 36.30043698312771)	(86, 36.24364237876284)	(88, 36.200868478287695)	(90, 36.18538318451524)	(92, 36.17541478805981)	(94, 36.15968921369843)	(96, 36.11152166353674)	(98, 36.007092728546326)	(100, 35.78813523787835)
cell_line_2_72h_rep3	(1, 36.6790042930965)	(2, 36.69660177931178)	(3, 36.76525898748888)	(4, 36.7570344934589)	(5, 36.76843182191015)	(6, 36.78798498856901)	(7, 24.912255376100234)	(8, 36.786759981612484)	(9, 23.652373744743194)	(10, 36.79963286169074)	(12, 36.77634375583379)	(14, 36.771285340353586)	(16, 36.77232730361216)	(18, 36.760884474077635)	(20, 36.74066328453496)	(22, 36.70370121863796)	(24, 36.68533607486984)	(26, 36.65963971341478)	(28, 36.64747608435924)	(30, 36.64696831835751)	(32, 36.65393320639653)	(34, 36.64107903201283)	(36, 36.61366596795914)	(38, 36.6088541758848)	(40, 36.60406410459386)	(42, 36.61212350466847)	(44, 36.59429104353231)	(46, 36.59174260683261)	(48, 36.600666756057684)	(50, 36.569337019231256)	(52, 36.57232518982225)	(54, 36.56265017017124)	(56, 36.538157626072845)	(58, 36.54314290162476)	(60, 36.505164415148755)	(62, 36.46944030629442)	(64, 36.4424063421351)	(66, 36.45834871129054)	(68, 36.43989676360805)	(70, 36.453430559700216)	(72, 36.435795544094425)	(74, 36.41801039838431)	(76, 36.38630594506964)	(78, 36.37710442356905)	(80, 36.338554022281954)	(82, 36.32983996024565)	(84, 36.32111123730722)	(86, 36.26743326731004)	(88, 36.22654526422835)	(90, 36.20359420232799)	(92, 36.19628009546619)	(94, 36.17725927804871)	(96, 36.13314688490662)	(98, 36.028223262994025)	(100, 35.81619794624413)
cell_line_3_0h_rep1	(1, 36.61327824456172)	(2, 36.70290105094188)	(3, 36.75015964344291)	(4, 36.7679526176231)	(5, 36.804232469279064)	(6, 36.813396648292624)	(7, 25.286587354730994)	(8, 36.613351195415035)	(9, 23.981994989741196)	(10, 36.72675054129388)	(12, 36.789995341587655)	(14, 36.79305496273923)	(16, 36.79343588802)	(18, 36.78428962039886)	(20, 36.7664927303677)	(22, 36.74526258173795)	(24, 36.711971394563605)	(26, 36.6885972450103)	(28, 36.66784664309324)	(30, 36.64590891027112)	(32, 36.64109985431589)	(34, 36.62338434890333)	(36, 36.573006989232795)	(38, 36.55735571158742)	(40, 36.56283460097124)	(42, 36.6043181190133)	(44, 36.567065703488936)	(46, 36.541792258745176)	(48, 36.54130691465516)	(50, 36.581504718300636)	(52, 36.56890832144542)	(54, 36.537515970055196)	(56, 36.54752210654879)	(58, 36.53078589358684)	(60, 36.49627289840487)	(62, 36.40809235435715)	(64, 36.43447003430249)	(66, 36.465915809020714)	(68, 36.451323264298864)	(70, 36.45537447387359)	(72, 36.45016162156884)	(74, 36.42550887127746)	(76, 36.35539695017256)	(78, 36.361826038957744)	(80, 36.33213828016557)	(82, 36.26298559740955)	(84, 36.27118425583737)	(86, 36.18450231409875)	(88, 36.208842101380284)	(90, 36.17665487337082)	(92, 36.13241156776823)	(94, 36.134521703052755)	(96, 36.04463725772485)	(98, 36.014894150950894)	(100, 34.071055836127464)
cell_line_3_0h_rep2	(1, 36.67953860253215)	(2, 36.702540600400134)	(3, 36.77482475884502)	(4, 36.766618510352444)	(5, 36.78157363480473)	(6, 36.801529317801496)	(7, 24.5220029245013)	(8, 36.78782793930813)	(9, 23.54054088709408)	(10, 36.80106972941847)	(12, 36.77746848962393)	(14, 36.77515033836367)	(16, 36.78021187338051)	(18, 36.766367775098146)	(20, 36.745017368538385)	(22, 36.70602500509241)	(24, 36.6909830152998)	(26, 36.66230013567439)	(28, 36.64940953520109)	(30, 36.64255393553056)	(32, 36.64378318373056)	(34, 36.63092433487438)	(36, 36.591472815608554)	(38, 36.58154005147896)	(40, 36.585616493550766)	(42, 36.605500658821725)	(44, 36.57656027349903)	(46, 36.568452492931115)	(48, 36.58262990305735)	(50, 36.55727629845584)	(52, 36.56597960011125)	(54, 36.557297238251216)	(56, 36.51594758001235)	(58, 36.522451446004105)	(60, 36.46503451924836)	(62, 36.4288272954028)	(64, 36.41904547175412)	(66, 36.45081610896884)	(68, 36.427149741344365)	(70, 36.42765525331192)	(72, 36.42647923948404)	(74, 36.41850062847081)	(76, 36.38233177753439)	(78, 36.36817216638828)	(80, 36.330519429870805)	(82, 36.322484181533724)	(84, 36.315276575033295)	(86, 36.262230606567144)	(88, 36.218636011695075)	(90, 36.19634235717174)	(92, 36.19090865179008)	(94, 36.1713538380597)	(96, 36.12572715753865)	(98, 36.022734280019115)	(100, 35.82076345705123)
